no,nama,type,vote_average,vote_count,htm_weekday,htm_weekend,latitude,longitude,image,description
63,Sekretariat Sementara Museum Anak Kolong Tangga,Agrowisata,4.4,55,5000,5000,-7.8187216,110.3646999,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749309177/Sekretariat_Sementara_Museum_Anak_Kolong_Tangga_ckojgo.jpg,museum mainan pertama di indonesia terletak di bawah tangga gedung taman budaya yogyakarta menampilkan berbagai koleksi mainan dan alat peraga edukatif
491,Taman wisata merapi garden Cangkringan,Wisata Air,4.5,53,10000,10000,-7.58728,110.442803,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749309401/Taman_wisata_merapi_garden_Cangkringan_cem5ip.jpg,taman rekreasi yang terletak di lereng gunung merapi menawarkan kolam renang dan taman bermain yang cocok untuk keluarga
263,Mesjid Ldii Kelompok Candi,Religi,4.6,51,0,0,-7.6995786,110.4132218,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749309424/Mesjid_Ldii_Kelompok_Candi_lrrxdt.jpg,masjid yang berada di sleman mudah diakses dengan transportasi umum dan dekat dengan beberapa halte bus utama
268,Kalinampu Natural Park,Buatan,4.2,49,5000,5000,-7.968594,110.3473611,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749309428/Kalinampu_Natural_Park_ytnaib.jpg,taman alam di bantul yang menawarkan pemandangan bunga eceng gondok dan suasana mirip jepang cocok untuk berfoto dan rekreasi keluarga
157,Brug Londho River Track,Agrowisata,3.9,48,0,0,-7.7064216,110.4195737,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749309431/Brug_Londho_River_Track_pmrpd7.jpg,jalur wisata alam di ngaglik sleman yang menawarkan pengalaman menyusuri sungai dan pemandangan sawah yang asri
111,Monument obelisk 1 Century of Muhammadiyah,Museum,4.4,48,0,0,-7.8131132,110.3221465,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749309434/Monument_obelisk_1_Century_of_Muhammadiyah_b1lvmu.jpg,monumen obelisk abad muhammadiyah adalah tugu peringatan di kampus umy bantul yang dibangun untuk mengenang tahun kontribusi muhammadiyah di bidang pendidikan sosial dan dakwah monumen berbentuk obelisk ini juga menjadi landmark edukatif dan simbol keteguhan organisasi
445,OMAH ELABU,Budaya_Dan_Sejarah,4.3,48,0,0,-7.8499751,110.4795727,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749309572/OMAH_ELABU_nivw8d.jpg,restoran dengan konsep tradisional pedesaan di patuk gunung kidul menawarkan suasana sejuk dan nyaman dengan pemandangan perbukitan
306,Watu Loncat,Alam,4.5,46,0,0,-7.8763184,110.4524533,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749309575/Watu_Loncat_jbqkg8.jpg,objek wisata alam di dlingo bantul yang menawarkan pemandangan batu loncat dan suasana alam yang menenangkan
438,Watu Loncat,Alam,4.5,46,0,0,-7.8763184,110.4524533,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749309575/Watu_Loncat_jbqkg8.jpg,objek wisata alam di dlingo bantul yang menawarkan pemandangan batu loncat dan suasana alam yang menenangkan
403,Pantai Imorenggo,Pantai,4.4,45,0,0,-7.9658312,110.1824816,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749309578/Pantai_Imorenggo_vdydqe.jpg,pantai dengan pasir hitam eksotis di kulon progo menawarkan keindahan alam yang masih alami dan cocok untuk bersantai
282,Sungai Oya,Wisata Air,4.7,45,60000,60000,-7.9539315,110.4246111,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749309581/Sungai_Oya_qqgh42.jpg,sungai yang mengalir di gunung kidul menawarkan aktivitas river tubing dan pemandangan alam karst yang memukau
326,Tourism Village Pandeyan,Agrowisata,4.6,44,0,0,-7.814481,110.386165,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749309746/Tourism_Village_Pandeyan_dv3mvx.jpg,desa wisata di yogyakarta yang menampilkan kekayaan budaya lokal termasuk kerajinan batik dan tembikar serta suasana pedesaan yang asri
187,Wisata Taman Kelinci Borobudur,Agrowisata,4.8,44,20000,25000,-7.6223711,110.2216511,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749309769/Wisata_Taman_Kelinci_Borobudur_kioqwk.jpg,tempat wisata edukatif di dekat candi borobudur menawarkan interaksi dengan kelinci dan berbagai spot foto menarik
356,JOGJA TREVELING,Agrowisata,4.9,43,350000,350000,-7.7654126,110.3422458,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749309773/JOGJA_TREVELING_b7tzsc.jpg,penyedia layanan paket wisata di yogyakarta yang menawarkan berbagai destinasi menarik dengan harga terjangkau
451,Spot Pintoe Langit Dahromo,Alam,4.6,43,5000,5000,-7.9121203,110.4365253,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749309777/Spot_Pintoe_Langit_Dahromo_mklog2.jpg,spot wisata di bantul yang terkenal dengan pemandangan matahari terbenamnya dan spot foto yang instagramable
144,TeknoPark Mega Andalan,Agrowisata,4.5,43,0,0,-7.803753,110.4830177,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749309780/TeknoPark_Mega_Andalan_p91tac.jpg,kawasan industri dan edukasi di kalasan sleman yang fokus pada produksi peralatan medis serta menjadi tempat kunjungan pembelajaran teknologi manufaktur
316,Tourism Village Duchy,Agrowisata,4.4,43,0,0,-7.806093,110.35831,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749309947/Tourism_Village_Duchy_ubz9u3.jpg,desa wisata budaya di sekitar keraton yogyakarta yang menyajikan seni kuliner dan kehidupan tradisional masyarakat jawa secara autentik
179,Sukmojoyo Hill,Alam,4.6,42,10000,10000,-7.6301034,110.1752282,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749309956/Sukmojoyo_Hill_fgkxwp.jpg,bukit di yogyakarta yang menawarkan pemandangan alam yang indah dan suasana yang tenang cocok untuk relaksasi
507,Patung Monyet Kaliurang,Buatan,4.3,41,10000,10000,-7.5999674,110.4294736,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749309959/Patung_Monyet_Kaliurang_uxu2ru.jpg,patung ikonik di kawasan kaliurang yang menjadi salah satu daya tarik wisatawan untuk berfoto
509,KAWIDASRI,Agrowisata,4.4,40,0,0,-7.6372592,110.3891213,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749309963/KAWIDASRI_ikbav2.jpg,kawidasri kampoeng wisata daleman asri adalah desa wisata di lereng gunung merapi sleman yang menawarkan wisata alam dan edukatif seperti susur sungai outbound dan camping dalam suasana pedesaan yang sejuk dan asri
386,Nglangkap Beach,Pantai,4.3,39,10000,10000,-8.1107366,110.479256,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749309967/Nglangkap_Beach_b1mdwa.jpg,pantai yang menawarkan keindahan alam dan suasana yang tenang cocok untuk bersantai dan menikmati pemandangan laut
240,Taman Wisata Candi Sojiwan,Budaya_Dan_Sejarah,4.5,38,8000,8000,-7.7604197,110.4955436,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749310050/Taman_Wisata_Candi_Sojiwan_ry0trd.jpg,kompleks candi yang menawarkan pemandangan arsitektur kuno dan suasana yang menenangkan
248,Candi Wisnu,Budaya_Dan_Sejarah,4.5,37,75000,75000,-7.751692,110.4912105,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749310053/Candi_Wisnu_rpcrx8.jpg,salah satu candi di kompleks prambanan yang didedikasikan untuk dewa wisnu menampilkan arsitektur khas hindu
141,Kampung Wisata Sosromenduran,Agrowisata,4,36,0,0,-7.79219,110.362151,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471403/Kampung_Wisata_Sosromenduran_oxhjyt.jpg,kampung wisata yang menawarkan pengalaman budaya lokal termasuk seni kuliner dan kerajinan tangan
354,Guide Francophone et Chauffeur de Voiture Privé de Voyage Yogyakarta Java Indonésie,Budaya_Dan_Sejarah,5,34,11500,11500,-7.8206473,110.3773068,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471403/Guide_Francophone_et_Chauffeur_de_Voiture_Priv%C3%A9_de_Voyage_Yogyakarta_Java_Indon%C3%A9sie_qtip6v.jpg,layanan pemandu wisata dan sopir pribadi berbahasa prancis yang menyediakan tur khusus di yogyakarta dan sekitarnya untuk wisatawan francophone
385,Pantai Botorubuh,Pantai,4.6,34,5000,5000,-8.2003473,110.7082335,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471403/Pantai_Botorubuh_xjkxpx.jpg,pantai yang menawarkan keindahan alam dan suasana yang tenang cocok untuk bersantai dan menikmati pemandangan laut
231,Candi Dawangsari,Budaya_Dan_Sejarah,4.3,33,0,0,-7.7743486,110.4973873,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471402/Candi_Dawangsari_nwcsuy.jpg,candi yang terletak di yogyakarta menawarkan pemandangan arsitektur kuno dan suasana yang menenangkan
262,Ijo Temple Wooden Mosque,Religi,4.4,33,0,0,-7.7847528,110.5128442,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471402/Ijo_Temple_Wooden_Mosque_hbc4yb.jpg,pasoedjoedan al liwung atau yang dikenal dengan masjid candi ijod merupakan masjid yang didirikan tidak jauh dari candi ijo dimana kita ketahui candi ijo merupakan candi tertinggi di yogyakarta masjid ini berciri khas bangunan tradisional modern dengan sentuhan ornamen kayu jati masjid ini didesain sedemikian rupa sehingga pengunjung khusus nya yg ingin beribadah merasakan kenyaman alamiah dari masjid ini juga bisa dilihat pemandangan hamparan kota yogyakarta dan khususnya bandara adi sucipto bangunan masjid yg didesain terbuka menjadikan seolah beribadah menyatu dgn alam
305,Gua Permoni,Alam,4.3,32,0,0,-7.8796951,110.3965111,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471400/Gua_Permoni_grg58s.jpg,sebuah gua alami yang terkenal dengan keindahan stalaktit dan stalagmitnya menawarkan pengalaman jelajah alam yang menantang
142,Kampung Wisata Rejowinangun,Agrowisata,4.3,31,0,0,-7.8152776,110.3988359,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471402/Kampung_Wisata_Rejowinangun_pepi8g.jpg,sebuah desa wisata yang menawarkan pengalaman budaya lokal termasuk kegiatan pertanian dan kerajinan tangan tradisional
474,Tawangrejo Agro Tourism,Agrowisata,4.4,31,30000,30000,-7.6354887,110.4032545,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471401/Tawangrejo_Agro_Tourism_crslmz.jpg,destinasi wisata agrowisata yang menyajikan keindahan alam serta pengalaman memetik buah langsung dari kebun
402,Bukit Gunung Kidul Pantai Indrayanti,Pantai,4.7,30,10000,10000,-8.1501214,110.6121077,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471401/Bukit_Gunung_Kidul_Pantai_Indrayanti_n0aceq.jpg,bukit dengan pemandangan spektakuler yang menghadap ke pantai indrayanti terkenal dengan pasir putih dan ombak yang tenang
122,Pemancingan Sungkono,Wisata Air,3.6,30,0,0,-7.9436745,110.2288385,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471402/Pemancingan_Sungkono_zelqyg.jpg,tempat wisata pemancingan yang cocok bagi para penggemar memancing dilengkapi dengan fasilitas yang nyaman
127,Gantangan Lomba Burung New POSJAKAL,Agrowisata,4.7,27,0,0,-7.7459912,110.3916566,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471400/Gantangan_Lomba_Burung_New_POSJAKAL_kudwrf.jpg,arena lomba burung berkicau yang menjadi ajang kompetisi bagi pecinta burung
128,Kids Fun - Blaster Boat,Buatan,4.2,27,20000,20000,-7.8285087,110.4400289,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471402/Kids_Fun_-_Blaster_Boat_mk4hhr.jpg,tempat hiburan keluarga dengan permainan perahu berbasis air yang seru dan aman untuk anak anak
130,Kids Fun - Arung Jeram,Buatan,4.4,26,25000,25000,-7.8285622,110.4412651,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471401/Kids_Fun_-_Arung_Jeram_ptvuf4.jpg,aktivitas arung jeram yang menyenangkan dan penuh tantangan cocok untuk anak anak dan keluarga
119,THR Gabusan Square,Budaya_Dan_Sejarah,3.8,26,0,0,-7.8773087,110.3520114,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471402/THR_Gabusan_Square_fbuql6.jpg,pusat perbelanjaan yang juga dilengkapi dengan fasilitas hiburan seperti bioskop dan area permainan anak
92,Gedung Jefferson,Budaya_Dan_Sejarah,4.2,25,0,0,-7.7832145,110.3658164,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749472000/Gedung_Jefferson_bidbzq.jpg,sebuah gedung ikonik yang menjadi salah satu landmark kota menawarkan fasilitas ruang acara dan pusat pertemuan
251,Taman Lampion Candi Plaosan,Budaya_Dan_Sejarah,4.4,25,5000,5000,-7.7402939,110.5053448,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471999/Taman_Lampion_Candi_Plaosan_tntf7d.jpg,taman indah yang dipenuhi lampion warna warni menciptakan suasana yang romantis dan cocok untuk berfoto
296,Grojogan Pucung,Wisata Air,4.5,23,0,0,-7.990371,110.3421397,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749472000/Grojogan_Pucung_m6ej61.jpg,air terjun alami yang menawarkan kesegaran dengan suasana alam yang asri dan menenangkan
82,Gallery Amri Yahya,Religi,4.9,21,75000,75000,-7.7992289,110.3537936,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749472001/Gallery_Amri_Yahya_yhjbvi.jpg,galeri seni yang memamerkan karya seni kontemporer memberikan wawasan mendalam mengenai seni lokal
393,Pantai Daud,Pantai,4.4,21,0,0,-8.157724,110.6246487,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471990/Pantai_Daud_wvuxkm.jpg,pantai yang relatif sepi menawarkan keindahan alam dengan pasir hitam dan ombak yang cocok untuk bersantai
406,Pantai Parangracuk,Pantai,4.5,21,0,0,-8.1316897,110.5447417,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471988/Pantai_Parangracuk_liauwn.jpg,pantai dengan pemandangan indah dan ombak yang besar cocok untuk kegiatan surfing dan menikmati alam
414,Pantai Sundak Timur,Pantai,4.4,21,0,0,-8.147072,110.6079043,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471988/Pantai_Sundak_Timur_thb9a0.jpg,pantai yang terkenal dengan pasir putihnya yang bersih dan suasana tenang ideal untuk berlibur dan bersantai
75,Museum Batik Keraton Yogyakarta,Budaya_Dan_Sejarah,4.9,20,20000,20000,-7.8075139,110.3645895,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471988/Museum_Batik_Keraton_Yogyakarta_aoc6wq.jpg,di museum batik keraton yogyakarta wisatawan akan disuguhi sekitar an motif asli keluarga kerajaan tak seperti ruangan museum lain di komplek keraton khusus di museum batik pengunjung dilarang memotret terdapat foto foto raja dan ratu dari generasi ke generasi lengkap dengan penjelasan filosofinya
279,Turunan Stone Park,Agrowisata,4.5,20,3000,3000,-7.9730132,110.4351912,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471988/Turunan_Stone_Park_nmw3p4.jpg,taman alam berbatu dengan lanskap unik dan cocok untuk spot foto serta menikmati pemandangan alam khas pegunungan
150,Gerojogan Jurugan,Wisata Air,4.6,19,3000,3000,-7.7005813,110.2359752,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471988/Gerojogan_Jurugan_lzicx7.jpg,air terjun alami yang menawan dengan suasana asri cocok untuk relaksasi dan menikmati segarnya air pegunungan
145,Grenjeng Water Park,Wisata Air,4.3,19,0,0,-7.6563532,110.3857548,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471988/Grenjeng_Water_Park_vjgv3p.jpg,taman bermain air keluarga dengan berbagai wahana seru yang cocok untuk anak anak dan dewasa
81,Museum Padepokan Sumber Karahajon,Budaya_Dan_Sejarah,4.3,19,0,0,-7.859559,110.409273,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471987/Museum_Padepokan_Sumber_Karahajon_j6btur.jpg,museum yang menyajikan nilai budaya spiritual dan sejarah lokal yang sarat filosofi jawa
205,Puncak Kuda Sembrani-Desa Wisata Banjarasri,Alam,4.4,19,12000,12000,-7.6920487,110.2131553,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471968/Puncak_Kuda_Sembrani-Desa_Wisata_Banjarasri_udj3x8.jpg,puncak bukit dengan panorama hijau dan patung kuda legendaris spot favorit untuk bersantai dan berfoto
496,WATER PARK DESA SUDIMORO,Wisata Air,3.7,19,30000,40000,-7.6132549,110.3519173,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471968/WATER_PARK_DESA_SUDIMORO_s4nsme.jpg,wahana air desa yang menyenangkan dengan kolam renang dan permainan air untuk keluarga
117,Kids Fun Mirota Pasaraya,Buatan,4.4,18,70000,70000,-7.7529211,110.3846346,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471968/Kids_Fun_Mirota_Pasaraya_i6sjoc.jpg,tempat hiburan anak dalam pusat perbelanjaan menyediakan wahana edukatif dan permainan seru
66,Museum Romo Mangun,Budaya_Dan_Sejarah,4.1,17,0,0,-7.7841172,110.3709179,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471968/Museum_Romo_Mangun_tde27o.jpg,museum yang mengenang karya dan pemikiran romo mangun arsitek dan tokoh pendidikan indonesia
318,TemenNyantai TransWisata,Agrowisata,4.6,17,5000,5000,-7.7689452,110.4261352,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471967/TemenNyantai_TransWisata_e7l8ve.jpg,layanan wisata santai dengan berbagai paket menarik cocok untuk liburan fleksibel di jogja
301,Goa Pego,Alam,4.2,16,5000,5000,-7.9990794,110.3705074,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471968/Goa_Pego_b6burn.jpg,gua alami yang tenang dan tersembunyi menawarkan suasana mistis dan pemandangan eksotis
71,Museum Pergerakan Wanita Indonesia Mandala Bhakti Wanitatama,Museum,4.7,15,0,0,-7.7839154,110.3932776,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471967/Museum_Pergerakan_Wanita_Indonesia_Mandala_Bhakti_Wanitatama_wlyhje.jpg,museum yang menampilkan kontribusi perempuan indonesia dalam sejarah perjuangan bangsa
498,GRINATA ADVENTURE 1,Agrowisata,4.9,13,350000,350000,-7.5902269,110.4423564,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471967/GRINATA_ADVENTURE_1_bzpjkf.jpg,wisata petualangan alam dengan kegiatan seperti off road camping dan outbound di alam terbuka
490,Teras Merapi,Alam,4.9,13,10000,10000,-7.5876903,110.4558767,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471843/Teras_Merapi_ikdgin.jpg,destinasi dengan pemandangan langsung ke gunung merapi ideal untuk bersantai dan menikmati kopi
102,Kori Agung Masjid Gedhe Mataram Kotagede,Religi,4.7,12,0,0,-7.8294965,110.3985073,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471813/Kori_Agung_Masjid_Gedhe_Mataram_Kotagede_pjvhxm.jpg,gerbang agung penuh nilai sejarah yang menjadi pintu masuk kompleks masjid mataram di kotagede
70,Museum Sidik Martowidjojo,Museum,4,11,0,0,-7.8084446,110.3629506,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471794/Museum_Sidik_Martowidjojo_ymey3t.jpg,museum seni dan pribadi yang menampilkan karya serta sejarah hidup pelukis sidik martowidjojo
341,Yogyakarta Night Tours - Meeting Point Klasik : Historical Walking and Food Tour,Agrowisata,5,11,5000,5000,-7.797444,110.3653174,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471793/Yogyakarta_Night_Tours_-_Meeting_Point_Klasik_Historical_Walking_and_Food_Tour_tiyus9.jpg,tur malam menjelajahi sejarah dan kuliner jogja dengan pengalaman jalan kaki yang unik
360,Borobudur Prambanan Tour,Agrowisata,5,10,300000,300000,-7.8208261,110.3769404,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471793/Borobudur_Prambanan_Tour_ztnkof.jpg,paket wisata menjelajahi dua candi ikonik indonesia dengan panduan berpengalaman
338,Ekowisata Nologaten,Agrowisata,5,10,0,0,-7.7748937,110.3988399,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471793/Ekowisata_Nologaten_kxtd1v.jpg,wisata edukatif berbasis alam dan pelestarian lingkungan dengan suasana pedesaan yang asri
28,Kampung Pitu,Minat Khusus,4.1,10,15000,15000,-7.820850095,110.5502363,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471793/Kampung_Pitu_msvttv.jpg,desa di kawasan pegunungan dengan kepala keluarga menyuguhkan kehidupan sederhana dan budaya khas lokal
136,Kids Waterpark & Replika Taman Satwa,Wisata Air,4.4,10,20000,20000,-7.6210027,110.4224484,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471793/Kids_Waterpark_Replika_Taman_Satwa_shpmcq.jpg,taman bermain air anak lengkap dengan mini zoo edukatif yang menyenangkan
455,Puncak watu wayang,Alam,4.8,10,5000,5000,-7.8401664,110.5496579,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471793/Puncak_watu_wayang_r2gzrv.jpg,bukit batu dengan formasi mirip wayang menawarkan spot sunrise dan keindahan alam dari ketinggian
431,Wisata Pangol Hill,Alam,4.7,10,15000,15000,-7.8353888,110.4590277,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471790/Wisata_Pangol_Hill_li5png.jpg,bukit wisata dengan pemandangan hijau dan udara segar cocok untuk healing dan camping ringan
237,Candi Kelir,Budaya_Dan_Sejarah,4.7,9,30000,30000,-7.7520476,110.4918414,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471787/Candi_Kelir_qry5qr.jpg,situs candi kecil yang menyimpan sejarah masa lalu dan menjadi objek wisata sejarah yang menarik
203,"Desa Wisata ""Bedog Ilir""",Wisata Air,5,9,0,0,-7.7795584,110.3281743,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471788/Desa_Wisata_Bedog_Ilir_ogwtjg.jpg,desa wisata yang menggabungkan nuansa pedesaan pertanian dan aktivitas budaya lokal
277,Goa Branjang,Alam,4.1,9,5000,5000,-8.0251346,110.3483546,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471787/Goa_Branjang_socbym.jpg,gua alami yang eksotis dengan suasana hening cocok untuk penjelajahan alam dan fotografi
495,LAVA TOUR MERAPI PM ADVENTURE,Agrowisata,5,9,250000,300000,-7.6133163,110.4264733,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471787/LAVA_TOUR_MERAPI_PM_ADVENTURE_qpzuha.jpg,wisata jeep menyusuri bekas erupsi merapi seru dan penuh wawasan geologis
73,Museum Monumen Kowani,Budaya_Dan_Sejarah,4.3,9,50000,50000,-7.7823912,110.4023938,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471786/Museum_Monumen_Kowani_khx9gb.jpg,monumen yang menjadi simbol perjuangan wanita indonesia dilengkapi museum yang informatif
112,Bangunan Jembatan Merah,Buatan,4.6,8,0,0,-7.7633465,110.3942161,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471786/Bangunan_Jembatan_Merah_hplw7c.jpg,jembatan bersejarah dengan arsitektur klasik yang menjadi saksi bisu perjalanan kota
258,Candi Gebang,Budaya_Dan_Sejarah,4.8,8,5000,5000,-7.751691,110.4163246,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749368366/Candi-Gebang_gzk4en.jpg,candi hindu kuno dengan ukuran kecil namun memiliki nilai sejarah tinggi di tengah lingkungan tenang
500,Desa Wisata Kembang Wonderful,Wisata Air,5,8,0,0,-7.6349344,110.3837672,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471755/Desa_Wisata_Kembang_Wonderful_qwgeup.jpg,desa wisata dengan keindahan alam dan kegiatan budaya cocok untuk liburan edukatif
195,Mates Landscape,Agrowisata,4.8,8,0,0,-7.8354971,110.278055,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471748/Mates_Landscape_gphzaf.jpg,lanskap taman alami yang menawarkan spot foto instagenik dengan latar alam pegunungan dan persawahan
388,Pantai Ngondo,Pantai,4.8,8,0,0,-8.1802873,110.6759738,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471748/Pantai_Ngondo_eshctq.jpg,pantai tersembunyi dengan pasir putih dan air jernih cocok untuk menikmati ketenangan alam
241,Situs Candi Banjaran,Budaya_Dan_Sejarah,4.5,8,25000,25000,-7.7215546,110.5259585,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471747/Situs_Candi_Banjaran_ogivwa.jpg,reruntuhan candi kecil yang menyimpan cerita sejarah dan spiritual masa lalu
313,Tugu Ireng (Dusun Putat),Agrowisata,4.8,8,20000,20000,-7.9581348,110.5170714,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471747/Tugu_Ireng_Dusun_Putat_kmfdq0.jpg,tugu unik berwarna hitam yang menjadi penanda sejarah lokal dan spot menarik untuk dikunjungi
340,Kauman Pakualaman Yogyakarta,Kuliner,5,7,0,0,-7.8010347,110.3751922,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471747/Kauman_Pakualaman_Yogyakarta_rjz4cb.jpg,kawasan bersejarah dengan nilai budaya tinggi dan arsitektur klasik kerajaan
161,Merapi Park Wahana Air,Wisata Air,4.1,7,15000,20000,-7.6210688,110.422686,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471747/Merapi_Park_Wahana_Air_rpyccr.jpg,wahana air dengan latar belakang merapi yang memukau menyajikan pengalaman bermain air dan wisata alam
278,Puncak Kobango Bike Park,Alam,4.9,7,0,0,-7.8976603,110.407079,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471747/Puncak_Kobango_Bike_Park_du4t7l.jpg,tempat ideal bagi pecinta sepeda gunung dengan jalur menantang dan pemandangan indah
355,TripJogja - Fotografer - Videografer - Edit Foto - Paket Wisata,Agrowisata,5,7,5000,5000,-7.776267,110.3527029,httphttps://res.cloudinary.com/dfciqrwpe/image/upload/v1749471736/TripJogja_-_Fotografer_-_Videografer_-_Edit_Foto_-_Paket_Wisata_avgglj.jpg,layanan wisata lengkap dengan dokumentasi profesional untuk perjalanan di jogja
101,Kori Barat Masjid Gedhe Mataram Kotagede,Religi,4.3,6,0,0,-7.8290325,110.3983065,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471713/Kori_Barat_Masjid_Gedhe_Mataram_Kotagede_ggpti2.jpg,pintu masuk bagian barat dari kompleks masjid bersejarah dengan gaya arsitektur klasik mataram
93,Tugu Mintoragan,Buatan,4.7,6,0,0,-7.8374755,110.4236451,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471713/Tugu_Mintoragan_wyfaba.jpg,monumen penghargaan dengan nilai sejarah lokal menjadi bagian dari warisan budaya yogyakarta
250,Candi ASU Klaten,Budaya_Dan_Sejarah,4.2,5,3000,3000,-7.7423022,110.5155871,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471713/Candi_ASU_Klaten_qx7nwz.jpg,letaknya di dk bener ds bugisan kec prambanan klaten candi asu yang terletak di luar komplek taman wisata prambanan kurang lebih berjarak km dari komplek taman wisata prambanan dan berada di dekat perumahan penduduk bentuk candi saat ini terkesan berserakan namun telah dilindungi oleh pagar
253,Candi Plaosan Lor,Budaya_Dan_Sejarah,4.2,5,3000,3000,-7.7403775,110.5047736,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749471715/Candi_Plaosan_Lor_i1pwmx.jpg,kompleks candi buddha yang megah dengan arsitektur kembar dikenal karena relief halus dan suasana tenang yang cocok untuk wisata sejarah dan fotografi
